ID,Upvotes
1905.0,34.0
1907.0,8.0
1912.0,7.0
1916.0,21.0
1922.0,13.0
1925.0,8.0
1926.0,24.0
1927.0,7.0
1929.0,12.0
1932.0,19.0
1933.0,41.0
1935.0,25.0
1938.0,8.0
1939.0,10.0
1940.0,74.0
1943.0,8.0
1944.0,16.0
1954.0,22.0
1957.0,10.0
1960.0,107.0
1964.0,47.0
1965.0,7.0
1968.0,17.0
1973.0,14.0
1975.0,33.0
1978.0,25.0
1981.0,107.0
1982.0,106.0
1983.0,6.0
1985.0,10.0
1986.0,19.0
1988.0,41.0
1992.0,98.0
1994.0,84.0
1996.0,5.0
1998.0,93.0
2001.0,25.0
2004.0,17.0
2008.0,45.0
2010.0,18.0
2012.0,23.0
2014.0,26.0
2017.0,10.0
2019.0,54.0
2021.0,8.0
2022.0,25.0
2029.0,21.0
2032.0,106.0
2034.0,5.0
2037.0,14.0
2038.0,19.0
2040.0,58.0
2044.0,6.0
2049.0,31.0
2057.0,19.0
2058.0,10.0
2066.0,10.0
2067.0,106.0
2068.0,24.0
2070.0,13.0
2074.0,8.0
2075.0,6.0
2089.0,7.0
2103.0,8.0
2110.0,74.0
2112.0,17.0
2113.0,6.0
2116.0,23.0
2117.0,4.0
2121.0,10.0
2127.0,30.0
2130.0,11.0
2134.0,62.0
2138.0,70.0
2139.0,90.0
2152.0,107.0
2157.0,12.0
2160.0,11.0
2163.0,106.0
2164.0,38.0
2166.0,66.0
2167.0,95.0
2173.0,9.0
2176.0,32.0
2180.0,103.0
2181.0,19.0
2182.0,10.0
2183.0,34.0
2190.0,11.0
2193.0,106.0
2194.0,107.0
2195.0,33.0
2196.0,106.0
2199.0,39.0
2200.0,77.0
2204.0,34.0
2206.0,4.0
2210.0,4.0
2213.0,54.0
2218.0,27.0
2220.0,13.0
2221.0,18.0
2223.0,13.0
2225.0,59.0
2226.0,15.0
2230.0,106.0
2234.0,41.0
2237.0,15.0
2238.0,8.0
2247.0,38.0
2249.0,14.0
2253.0,51.0
2256.0,21.0
2257.0,8.0
2260.0,107.0
2261.0,11.0
2263.0,32.0
2265.0,85.0
2268.0,66.0
2274.0,3.0
2275.0,107.0
2277.0,17.0
2283.0,47.0
2284.0,9.0
2285.0,4.0
2287.0,30.0
2290.0,48.0
2291.0,106.0
2294.0,82.0
2299.0,106.0
2304.0,43.0
2307.0,52.0
2309.0,100.0
2311.0,15.0
2319.0,5.0
2320.0,10.0
2321.0,37.0
2324.0,13.0
2328.0,47.0
2329.0,6.0
2330.0,17.0
2331.0,73.0
2335.0,23.0
2341.0,74.0
2342.0,102.0
2343.0,48.0
2344.0,22.0
2348.0,10.0
2349.0,12.0
2352.0,26.0
2356.0,5.0
2357.0,105.0
2358.0,13.0
2359.0,84.0
2361.0,33.0
2362.0,11.0
2363.0,7.0
2364.0,107.0
2372.0,47.0
2376.0,106.0
2379.0,6.0
2386.0,22.0
2390.0,16.0
2400.0,92.0
2404.0,19.0
2405.0,12.0
2408.0,92.0
2413.0,69.0
2423.0,6.0
2425.0,9.0
2426.0,8.0
2427.0,97.0
2431.0,7.0
2436.0,33.0
2438.0,12.0
2439.0,5.0
2443.0,106.0
2446.0,15.0
2449.0,103.0
2452.0,12.0
2456.0,11.0
2460.0,86.0
2467.0,106.0
2469.0,63.0
2470.0,21.0
2474.0,10.0
2476.0,104.0
2481.0,6.0
2487.0,18.0
2488.0,13.0
2490.0,11.0
2491.0,12.0
2492.0,80.0
2493.0,16.0
2496.0,3.0
2499.0,29.0
2500.0,24.0
2505.0,106.0
2511.0,106.0
2513.0,28.0
2514.0,15.0
2525.0,17.0
2532.0,6.0
2536.0,8.0
2539.0,25.0
2540.0,26.0
2552.0,22.0
2556.0,4.0
2557.0,12.0
2561.0,13.0
2565.0,6.0
2567.0,16.0
2569.0,10.0
2572.0,18.0
2575.0,83.0
2585.0,14.0
2591.0,20.0
2595.0,20.0
2596.0,99.0
2602.0,93.0
2603.0,80.0
2604.0,7.0
2605.0,4.0
2606.0,55.0
2607.0,19.0
2608.0,92.0
2609.0,8.0
2613.0,10.0
2614.0,10.0
2616.0,94.0
2619.0,11.0
2629.0,6.0
2633.0,25.0
2636.0,107.0
2637.0,6.0
2638.0,17.0
2640.0,44.0
2643.0,106.0
2644.0,42.0
2645.0,13.0
2650.0,26.0
2651.0,20.0
2652.0,37.0
2662.0,14.0
2663.0,14.0
2664.0,55.0
2666.0,101.0
2675.0,16.0
2676.0,12.0
2680.0,98.0
2685.0,20.0
2687.0,10.0
2689.0,54.0
2691.0,8.0
2692.0,39.0
2693.0,106.0
2695.0,74.0
2696.0,0.0
2700.0,28.0
2708.0,46.0
2710.0,67.0
2715.0,46.0
2716.0,84.0
2722.0,2.0
2729.0,14.0
2730.0,72.0
2734.0,36.0
2735.0,96.0
2737.0,106.0
2741.0,18.0
2743.0,23.0
2747.0,15.0
2751.0,6.0
2762.0,106.0
2763.0,26.0
2765.0,100.0
2769.0,5.0
2770.0,24.0
2771.0,31.0
2775.0,10.0
2785.0,11.0
2787.0,27.0
2788.0,6.0
2790.0,26.0
2792.0,0.0
2794.0,77.0
2802.0,11.0
2805.0,29.0
2811.0,75.0
2812.0,75.0
2813.0,30.0
2819.0,64.0
2826.0,16.0
2827.0,107.0
2829.0,57.0
2830.0,20.0
2834.0,17.0
2835.0,20.0
2839.0,17.0
2840.0,13.0
2841.0,15.0
2845.0,105.0
2848.0,2.0
2849.0,107.0
2851.0,14.0
2856.0,100.0
2867.0,15.0
2870.0,40.0
2873.0,106.0
2879.0,9.0
2881.0,6.0
2884.0,20.0
2885.0,37.0
2892.0,77.0
2897.0,27.0
2906.0,23.0
2908.0,63.0
2909.0,106.0
2914.0,65.0
2917.0,15.0
2922.0,8.0
2923.0,15.0
2925.0,6.0
2927.0,10.0
2928.0,32.0
2939.0,93.0
2940.0,99.0
2943.0,14.0
2944.0,98.0
2952.0,38.0
2955.0,69.0
2956.0,17.0
2964.0,35.0
2965.0,35.0
2971.0,13.0
2975.0,105.0
2976.0,44.0
2977.0,74.0
2978.0,49.0
2982.0,28.0
2985.0,58.0
2987.0,106.0
2988.0,107.0
2989.0,6.0
2991.0,18.0
2992.0,107.0
2994.0,29.0
2995.0,24.0
2997.0,53.0
2999.0,88.0
3003.0,51.0
3004.0,101.0
3005.0,13.0
3006.0,64.0
3012.0,18.0
3017.0,6.0
3018.0,60.0
3021.0,21.0
3032.0,8.0
3035.0,107.0
3041.0,5.0
3043.0,35.0
3044.0,57.0
3045.0,23.0
3046.0,29.0
3049.0,31.0
3051.0,10.0
3052.0,102.0
3057.0,103.0
3058.0,16.0
3062.0,34.0
3063.0,89.0
3068.0,15.0
3073.0,6.0
3075.0,45.0
3077.0,26.0
3079.0,23.0
3080.0,14.0
3084.0,107.0
3087.0,56.0
3098.0,34.0
3100.0,11.0
3106.0,59.0
3113.0,8.0
3114.0,63.0
3115.0,92.0
3116.0,18.0
3119.0,25.0
3122.0,23.0
3129.0,5.0
3135.0,17.0
3143.0,34.0
3146.0,3.0
3148.0,10.0
3150.0,28.0
3157.0,51.0
3164.0,102.0
3167.0,7.0
3173.0,32.0
3176.0,16.0
3182.0,50.0
3191.0,17.0
3196.0,51.0
3205.0,5.0
3208.0,10.0
3213.0,90.0
3217.0,103.0
3219.0,8.0
3222.0,38.0
3225.0,38.0
3226.0,42.0
3229.0,10.0
3231.0,107.0
3232.0,64.0
3237.0,27.0
3239.0,101.0
3241.0,108.0
3243.0,21.0
3247.0,62.0
3251.0,21.0
3253.0,108.0
3255.0,45.0
3260.0,18.0
3261.0,11.0
3263.0,18.0
3267.0,105.0
3269.0,9.0
3271.0,38.0
3272.0,13.0
3289.0,9.0
3291.0,12.0
3295.0,95.0
3298.0,16.0
3322.0,100.0
3326.0,7.0
3327.0,5.0
3334.0,12.0
3335.0,6.0
3336.0,2.0
3340.0,17.0
3344.0,86.0
3346.0,105.0
3349.0,29.0
3353.0,86.0
3354.0,106.0
3359.0,10.0
3361.0,24.0
3364.0,17.0
3369.0,61.0
3371.0,15.0
3372.0,25.0
3381.0,57.0
3382.0,27.0
3387.0,76.0
3390.0,71.0
3397.0,29.0
3399.0,15.0
3401.0,5.0
3403.0,10.0
3405.0,24.0
3411.0,9.0
3413.0,45.0
3415.0,14.0
3417.0,46.0
3419.0,101.0
3422.0,15.0
3425.0,23.0
3430.0,61.0
3432.0,17.0
3438.0,96.0
3442.0,6.0
3444.0,18.0
3449.0,107.0
3456.0,97.0
3457.0,60.0
3462.0,7.0
3464.0,16.0
3470.0,108.0
3477.0,11.0
3478.0,88.0
3480.0,82.0
3482.0,11.0
3488.0,7.0
3493.0,28.0
3494.0,69.0
3504.0,26.0
3509.0,33.0
3510.0,12.0
3514.0,18.0
3517.0,81.0
3521.0,104.0
3522.0,46.0
3527.0,104.0
3529.0,11.0
3530.0,29.0
3533.0,14.0
3543.0,5.0
3544.0,104.0
3551.0,102.0
3552.0,98.0
3553.0,107.0
3556.0,74.0
3558.0,40.0
3560.0,75.0
3570.0,9.0
3572.0,29.0
3576.0,13.0
3579.0,6.0
3583.0,70.0
3585.0,92.0
3588.0,71.0
3591.0,17.0
3593.0,16.0
3601.0,50.0
3602.0,8.0
3604.0,63.0
3605.0,6.0
3606.0,5.0
3608.0,13.0
3612.0,82.0
3616.0,4.0
3618.0,37.0
3624.0,88.0
3625.0,10.0
3626.0,15.0
3627.0,49.0
3628.0,17.0
3631.0,78.0
3632.0,3.0
3634.0,10.0
3635.0,101.0
3638.0,21.0
3640.0,10.0
3643.0,44.0
3644.0,12.0
3651.0,28.0
3653.0,39.0
3656.0,17.0
3657.0,17.0
3658.0,28.0
3659.0,6.0
3660.0,102.0
3668.0,107.0
3669.0,18.0
3670.0,106.0
3672.0,29.0
3673.0,59.0
3674.0,64.0
3678.0,8.0
3679.0,13.0
3690.0,66.0
3692.0,107.0
3694.0,18.0
3695.0,81.0
3699.0,17.0
3702.0,16.0
3707.0,19.0
3708.0,107.0
3711.0,26.0
3712.0,12.0
3714.0,12.0
3721.0,10.0
3722.0,7.0
3724.0,68.0
3726.0,28.0
3727.0,67.0
3729.0,103.0
3730.0,13.0
3732.0,106.0
3741.0,105.0
3742.0,14.0
3743.0,21.0
3745.0,8.0
3746.0,52.0
3750.0,15.0
3752.0,36.0
3753.0,23.0
3755.0,7.0
3757.0,105.0
3759.0,21.0
3764.0,34.0
3765.0,12.0
3767.0,87.0
3770.0,25.0
3775.0,30.0
3778.0,26.0
3779.0,26.0
3780.0,37.0
3781.0,22.0
3786.0,11.0
3788.0,10.0
3790.0,106.0
3792.0,12.0
3793.0,9.0
3798.0,20.0
3799.0,38.0
3801.0,57.0
3812.0,84.0
3816.0,11.0
3822.0,21.0
3823.0,20.0
3824.0,15.0
3825.0,49.0
3829.0,107.0
3830.0,98.0
3831.0,107.0
3838.0,105.0
3847.0,16.0
3851.0,10.0
3857.0,75.0
3861.0,105.0
3863.0,5.0
3867.0,10.0
3870.0,97.0
3874.0,26.0
3876.0,25.0
3877.0,21.0
3878.0,77.0
3879.0,42.0
3881.0,71.0
3885.0,76.0
3886.0,54.0
3889.0,94.0
3891.0,51.0
3893.0,12.0
3896.0,5.0
3897.0,27.0
3898.0,11.0
3900.0,36.0
3902.0,34.0
3903.0,9.0
3907.0,99.0
3910.0,77.0
3911.0,37.0
3913.0,27.0
3915.0,94.0
3917.0,8.0
3918.0,95.0
3919.0,30.0
3923.0,6.0
3924.0,24.0
3928.0,9.0
3940.0,95.0
3945.0,90.0
3946.0,16.0
3949.0,109.0
3951.0,54.0
3961.0,105.0
3966.0,37.0
3969.0,23.0
3975.0,10.0
3976.0,25.0
3978.0,70.0
3980.0,27.0
3985.0,85.0
3989.0,41.0
3992.0,36.0
3994.0,62.0
3998.0,7.0
4000.0,14.0
4003.0,106.0
4004.0,103.0
4008.0,78.0
4009.0,69.0
4014.0,106.0
4015.0,49.0
4027.0,19.0
4028.0,79.0
4032.0,55.0
4035.0,14.0
4036.0,24.0
4043.0,57.0
4044.0,13.0
4046.0,106.0
4049.0,97.0
4053.0,9.0
4054.0,11.0
4060.0,11.0
4062.0,11.0
4063.0,7.0
4067.0,72.0
4072.0,20.0
4073.0,66.0
4074.0,7.0
4076.0,57.0
4079.0,11.0
4080.0,71.0
4082.0,30.0
4083.0,21.0
4084.0,24.0
4085.0,34.0
4088.0,2.0
4091.0,6.0
4093.0,7.0
4096.0,21.0
4101.0,100.0
4102.0,11.0
4106.0,59.0
4107.0,20.0
4110.0,21.0
4112.0,96.0
4114.0,107.0
4116.0,7.0
4121.0,15.0
4123.0,13.0
4128.0,13.0
4131.0,54.0
4133.0,104.0
4135.0,17.0
4142.0,103.0
4151.0,106.0
4152.0,25.0
4158.0,63.0
4159.0,25.0
4163.0,14.0
4164.0,107.0
4165.0,43.0
4166.0,64.0
4167.0,48.0
4169.0,107.0
4171.0,26.0
4175.0,27.0
4176.0,4.0
4177.0,11.0
4178.0,26.0
4179.0,19.0
4180.0,70.0
4183.0,21.0
4185.0,107.0
4186.0,13.0
4189.0,25.0
4191.0,12.0
4192.0,106.0
4194.0,12.0
4202.0,96.0
4203.0,12.0
4205.0,20.0
4206.0,66.0
4207.0,3.0
4209.0,17.0
4214.0,21.0
4222.0,31.0
4227.0,10.0
4234.0,16.0
4236.0,28.0
4242.0,23.0
4244.0,11.0
4250.0,17.0
4252.0,10.0
4254.0,105.0
4255.0,77.0
4257.0,106.0
4260.0,21.0
4266.0,7.0
4268.0,9.0
4270.0,12.0
4272.0,31.0
4274.0,106.0
4280.0,8.0
4283.0,9.0
4293.0,24.0
4294.0,12.0
4298.0,12.0
4304.0,107.0
4311.0,103.0
4313.0,6.0
4317.0,104.0
4319.0,18.0
4322.0,104.0
4323.0,23.0
4325.0,25.0
4327.0,105.0
4329.0,106.0
4331.0,25.0
4333.0,9.0
4344.0,46.0
4349.0,53.0
4352.0,18.0
4353.0,101.0
4356.0,70.0
4360.0,71.0
4364.0,24.0
4370.0,90.0
4371.0,79.0
4375.0,22.0
4376.0,13.0
4377.0,75.0
4379.0,11.0
4387.0,106.0
4394.0,93.0
4396.0,45.0
4398.0,11.0
4399.0,20.0
4400.0,16.0
4414.0,2.0
4420.0,18.0
4429.0,22.0
4431.0,9.0
4435.0,107.0
4437.0,1.0
4441.0,99.0
4443.0,106.0
4448.0,10.0
4455.0,107.0
4456.0,18.0
4460.0,60.0
4463.0,45.0
4478.0,5.0
4483.0,106.0
4484.0,18.0
4486.0,32.0
4491.0,94.0
4492.0,2.0
4493.0,15.0
4494.0,12.0
4500.0,16.0
4502.0,7.0
4504.0,54.0
4506.0,8.0
4507.0,5.0
4509.0,26.0
4513.0,6.0
4514.0,22.0
4515.0,20.0
4518.0,10.0
4529.0,33.0
4530.0,89.0
4532.0,107.0
4535.0,30.0
4549.0,105.0
4550.0,84.0
4554.0,86.0
4555.0,15.0
4556.0,4.0
4560.0,30.0
4563.0,20.0
4564.0,25.0
4567.0,106.0
4569.0,103.0
4571.0,106.0
4575.0,34.0
4577.0,8.0
4578.0,6.0
4580.0,15.0
4583.0,105.0
4587.0,89.0
4588.0,8.0
4589.0,30.0
4591.0,8.0
4592.0,45.0
4594.0,29.0
4595.0,45.0
4597.0,34.0
4601.0,41.0
4604.0,58.0
4609.0,58.0
4610.0,107.0
4613.0,89.0
4615.0,19.0
4619.0,31.0
4625.0,107.0
4630.0,99.0
4633.0,16.0
4643.0,72.0
4644.0,7.0
4645.0,9.0
4646.0,2.0
4647.0,24.0
4649.0,52.0
4651.0,2.0
4652.0,22.0
4654.0,46.0
4659.0,88.0
4661.0,19.0
4662.0,36.0
4664.0,106.0
4665.0,19.0
4667.0,30.0
4672.0,6.0
4673.0,14.0
4676.0,42.0
4679.0,66.0
4689.0,12.0
4692.0,24.0
4694.0,15.0
4701.0,7.0
4704.0,2.0
4709.0,10.0
4712.0,9.0
4713.0,52.0
4715.0,9.0
4716.0,7.0
4719.0,38.0
4720.0,11.0
4721.0,11.0
4727.0,96.0
4731.0,21.0
4733.0,84.0
4734.0,33.0
4735.0,102.0
4736.0,106.0
4742.0,18.0
4744.0,42.0
4747.0,5.0
4748.0,57.0
4750.0,88.0
4751.0,12.0
4752.0,17.0
4754.0,101.0
4755.0,26.0
4756.0,9.0
4760.0,13.0
4767.0,106.0
4768.0,6.0
4773.0,105.0
4774.0,88.0
4776.0,32.0
4781.0,11.0
4782.0,82.0
4784.0,14.0
4790.0,11.0
4796.0,35.0
4798.0,9.0
4799.0,107.0
4800.0,21.0
4804.0,104.0
4806.0,65.0
4815.0,15.0
4817.0,31.0
4818.0,33.0
4819.0,13.0
4827.0,4.0
4834.0,9.0
4835.0,104.0
4847.0,24.0
4852.0,60.0
4858.0,6.0
4859.0,107.0
4862.0,105.0
4863.0,16.0
4865.0,75.0
4866.0,56.0
4867.0,51.0
4868.0,46.0
4874.0,26.0
4875.0,45.0
4880.0,6.0
4883.0,7.0
4884.0,63.0
4886.0,81.0
4889.0,30.0
4890.0,22.0
4891.0,19.0
4892.0,92.0
4894.0,71.0
4895.0,25.0
4902.0,4.0
4903.0,25.0
4905.0,106.0
4907.0,27.0
4909.0,16.0
4926.0,72.0
4927.0,8.0
4936.0,56.0
4941.0,107.0
4949.0,18.0
4953.0,101.0
4954.0,106.0
4956.0,14.0
4958.0,15.0
4963.0,33.0
4967.0,9.0
4970.0,55.0
4971.0,3.0
4973.0,7.0
4985.0,36.0
4986.0,15.0
5002.0,34.0
5008.0,25.0
5009.0,17.0
5010.0,27.0
5012.0,75.0
5013.0,4.0
5017.0,15.0
5024.0,108.0
5029.0,97.0
5031.0,14.0
5035.0,10.0
5038.0,7.0
5039.0,88.0
5041.0,57.0
5045.0,59.0
5046.0,13.0
5047.0,75.0
5049.0,77.0
5050.0,33.0
5051.0,72.0
5058.0,40.0
5059.0,22.0
5072.0,25.0
5074.0,14.0
5077.0,51.0
5079.0,6.0
5080.0,103.0
5086.0,90.0
5090.0,21.0
5091.0,107.0
5092.0,10.0
5097.0,10.0
5100.0,19.0
5101.0,34.0
5104.0,9.0
5105.0,15.0
5108.0,17.0
5111.0,7.0
5113.0,35.0
5115.0,17.0
5116.0,105.0
5118.0,62.0
5120.0,17.0
5123.0,28.0
5124.0,16.0
5126.0,15.0
5128.0,107.0
